date,average_glucose,median_glucose,min_glucose,max_glucose,reading_count
2021-04-29,139.23611111111111,129.5,56.0,223.0,288
2021-04-30,136.97569444444446,147.16666666666669,55.0,209.0,288
2021-05-01,133.51388888888889,134.0,64.0,212.0,288
2021-05-02,152.04340277777777,145.83333333333331,70.0,241.0,288
2021-05-03,126.85590277777777,129.0,64.0,176.0,288
2021-05-04,108.73263888888889,107.83333333333334,53.0,205.0,288
2021-05-05,119.89236111111111,118.66666666666669,54.0,207.0,288
2021-05-06,126.54513888888889,119.66666666666666,53.0,220.66666666666663,288
2021-05-07,152.046875,139.66666666666666,59.0,244.0,288
2021-05-08,137.86458333333334,105.0,50.0,322.0,288
2021-05-09,137.12847222222223,116.5,68.0,266.0,288
2021-05-10,119.23958333333333,117.0,50.0,191.3333333333333,288
2021-05-11,116.80208333333333,115.83333333333334,57.0,193.0,288
2021-05-12,140.64236111111111,112.0,67.0,291.0,288
2021-05-13,182.00173611111111,177.5,102.0,242.0,288
2021-05-14,162.93402777777777,157.83333333333331,75.0,262.0,288
2021-05-15,120.16319444444444,105.5,66.0,215.0,288
2021-05-16,156.63888888888889,171.5,58.0,220.0,288
2021-05-17,171.85416666666666,160.83333333333331,73.0,304.0,288
2021-05-18,152.23611111111111,151.0,56.0,241.0,288
2021-05-19,141.44618055555554,142.33333333333331,69.0,238.0,288
2021-05-20,155.37152777777777,148.33333333333331,67.0,270.0,288
2021-05-21,160.35590277777777,157.33333333333334,86.0,237.0,288
2021-05-22,195.76041666666666,191.83333333333331,57.0,376.0,288
2021-05-23,187.03472222222223,182.49999999999994,78.0,376.0,288
2021-05-24,150.95833333333334,149.0,92.0,217.0,288
2021-05-25,129.84375,130.66666666666669,66.0,240.0,288
2021-05-26,129.24652777777777,124.66666666666666,81.0,189.0,288
2021-05-27,120.16562499999999,104.16666666666666,60.0,223.0,288
2021-05-28,138.0722222222222,137.5,70.0,200.0,288
2021-05-29,133.015625,133.33333333333331,65.0,208.66666666666663,288
2021-05-30,143.64930555555554,142.66666666666669,64.0,219.0,288
2021-05-31,141.37152777777777,133.0,73.0,240.0,288
2021-06-01,133.06423611111111,131.66666666666666,62.0,195.0,288
2021-06-02,134.70486111111111,133.16666666666669,64.0,251.0,288
2021-06-03,125.27083333333333,123.66666666666669,67.0,198.0,288
2021-06-04,126.82986111111111,113.54166666666666,63.0,236.0,288
2021-06-05,152.12673611111111,152.16666666666669,62.0,211.0,288
2021-06-06,99.26215277777777,91.77083333333334,53.0,189.0,288
2021-06-07,122.78125,96.5,53.0,280.0,288
2021-06-08,137.71180555555554,140.83333333333331,58.0,225.0,288
2021-06-09,125.0625,118.0,77.0,197.0,288
2021-06-10,131.30034722222223,126.0,64.0,240.0,288
2021-06-11,130.79166666666666,113.0,66.0,256.0,288
2021-06-12,116.79861111111111,126.0,57.0,174.0,288
2021-06-13,173.375,178.16666666666669,56.0,289.0,288
2021-06-14,114.53472222222223,104.83333333333334,53.0,203.0,288
2021-06-15,117.625,123.16666666666666,55.0,202.0,288
2021-06-16,90.25520833333333,87.0,61.0,129.0,288
2021-06-17,145.98090277777777,153.0,60.0,224.0,288
2021-06-18,142.92013888888889,130.83333333333331,80.0,223.0,288
2021-06-19,186.56944444444443,195.0,90.0,228.0,288
2021-06-20,125.82638888888889,118.50000000000001,85.0,196.0,288
2021-06-21,115.94675925925925,112.0,58.0,197.0,288
2021-06-22,165.25611772486772,173.5,115.0,216.0,288
2021-06-23,107.12524801587301,99.0,65.0,198.0,288
2021-06-24,116.19791666666667,111.0,78.0,192.0,288
2021-06-25,108.44097222222223,105.66666666666669,53.0,187.0,288
2021-06-26,98.96875,89.0,57.0,212.0,288
2021-06-27,135.20486111111111,138.83333333333331,60.0,216.0,288
2021-06-28,113.97222222222223,106.16666666666669,60.0,233.0,288
2021-06-29,114.67361111111111,107.0,64.0,188.0,288
2021-06-30,121.50868055555556,126.0,55.0,210.0,288
2021-07-01,144.22048611111111,118.0,68.0,321.0,288
2021-07-02,211.95486111111111,219.83333333333331,81.0,350.0,288
2021-07-03,154.04861111111111,117.0,63.0,355.0,288
2021-07-04,169.4375,149.33333333333334,77.0,289.0,288
2021-07-05,138.25868055555554,134.83333333333331,53.0,229.0,288
2021-07-06,126.71006944444444,126.33333333333334,65.0,209.0,288
2021-07-07,161.70659722222223,162.0,89.0,236.0,288
2021-07-08,125.92708333333333,126.0,57.0,199.0,288
2021-07-09,122.93726053639847,112.83333333333334,66.0,212.0,288
2021-07-10,107.00718390804599,108.39080459770116,69.66666666666667,121.0,288
2021-07-11,112.36458333333333,82.16666666666666,54.0,259.0,288
2021-07-12,143.94131944444445,142.33333333333334,73.0,237.0,288
2021-07-13,115.40243055555555,100.33333333333334,53.0,202.0,288
2021-07-14,152.97222222222223,148.83333333333331,61.0,265.0,288
2021-07-15,150.78819444444446,164.5,56.0,215.0,288
2021-07-16,126.48263888888889,122.5,88.0,190.0,288
2021-07-17,105.49652777777777,106.5,55.0,146.33333333333334,288
2021-07-18,132.54861111111111,119.5,90.0,214.0,288
2021-07-19,143.57986111111111,148.66666666666669,60.0,203.0,288
2021-07-20,106.97986111111112,90.33333333333334,62.0,207.0,288
2021-07-21,97.24756944444444,94.33333333333331,57.0,174.0,288
2021-07-22,136.96875,145.5,72.0,179.0,288
2021-07-23,141.37847222222223,149.33333333333334,58.0,214.0,288
2021-07-24,132.08015422077924,143.58333333333334,75.0,174.0,288
2021-07-25,139.7688041125541,136.66666666666666,87.0,200.3333333333333,288
2021-07-26,117.02430555555556,109.83333333333334,53.0,217.0,288
2021-07-27,127.61805555555556,125.16666666666666,54.0,212.0,288
2021-07-28,134.06770833333334,132.0,69.0,208.0,288
2021-07-29,102.61805555555556,104.66666666666669,60.0,168.0,288
2021-07-30,145.78298611111111,150.0,65.0,242.66666666666663,288
2021-07-31,115.98263888888889,99.16666666666666,63.0,253.0,288
2021-08-01,122.16927083333333,130.33333333333331,58.0,194.0,288
2021-08-02,97.90538194444444,92.0,68.0,153.0,288
2021-08-03,110.08333333333333,114.0,53.0,181.0,288
2021-08-04,104.75,106.66666666666669,53.0,175.0,288
2021-08-05,101.69097222222223,92.33333333333331,53.0,174.0,288
2021-08-06,100.03472222222223,88.5,53.0,192.0,288
2021-08-07,103.31770833333333,94.83333333333334,48.0,203.0,288
2021-08-08,112.03732638888889,105.0,66.0,174.0,288
2021-08-09,111.65625,112.16666666666666,52.0,204.0,288
2021-08-10,162.64236111111111,173.5,58.0,318.3333333333333,288
2021-08-11,166.01909722222223,154.66666666666666,59.0,325.0,288
2021-08-12,109.15451388888889,93.0,68.0,202.0,288
2021-08-13,118.80208333333333,115.83333333333334,40.0,216.0,288
2021-08-14,119.58506944444444,123.5,66.0,222.0,288
2021-08-15,163.43576388888889,159.83333333333331,66.0,257.0,288
2021-08-16,173.81770833333334,177.5,106.0,270.0,288
2021-08-17,141.90972222222223,139.0,103.0,195.0,288
2021-08-18,148.20486111111111,148.16666666666669,58.0,204.0,288
2021-08-19,124.22222222222223,114.0,61.0,268.0,288
2021-08-20,150.015625,142.5,65.0,242.0,288
2021-08-21,163.76041666666666,165.5,117.0,220.0,288
2021-08-22,160.85763888888889,130.5,54.0,337.0,288
2021-08-23,167.56944444444446,172.16666666666669,64.0,276.0,288
2021-08-24,143.13888888888889,140.0,93.0,208.0,288
2021-08-25,159.66710069444446,159.5,121.0,206.0,288
2021-08-26,173.60546875,173.83333333333331,108.0,246.0,288
2021-08-27,136.52430555555554,136.5,74.0,235.0,288
2021-08-28,146.13541666666666,144.83333333333331,50.333333333333336,235.0,288
2021-08-29,140.97222222222223,149.33333333333331,48.0,188.0,288
2021-08-30,108.82638888888889,121.5,51.0,186.0,288
2021-08-31,57.298036093418254,56.57324840764331,51.0,78.0,288
2021-09-01,68.5307855626327,68.5307855626327,61.828025477707,75.23354564755839,288
2021-09-02,81.98301486199574,81.98301486199574,75.28025477707007,88.68577494692144,288
2021-09-03,125.26108014861997,93.84713375796179,62.0,339.0,288
2021-09-04,138.48611111111111,138.5,60.0,221.0,288
2021-09-05,135.48958333333334,135.5,59.0,193.0,288
2021-09-06,137.87152777777777,132.83333333333331,76.0,237.0,288
2021-09-07,132.94444444444446,102.83333333333334,69.0,294.0,288
2021-09-08,133.41145833333334,129.16666666666669,68.0,249.0,288
2021-09-09,143.625,149.0,60.0,206.0,288
2021-09-10,121.69444444444444,118.33333333333334,64.0,179.0,288
2021-09-11,113.46527777777777,112.0,53.0,245.0,288
2021-09-12,135.17361111111111,127.0,64.0,207.0,288
2021-09-13,145.609375,147.0,74.0,216.0,288
2021-09-14,114.58159722222223,115.0,81.0,171.0,288
2021-09-15,183.54340277777777,184.0,115.0,256.0,288
2021-09-16,159.76909722222223,138.66666666666666,65.0,274.0,288
2021-09-17,162.296875,161.16666666666669,87.0,262.6666666666667,288
2021-09-18,159.86805555555554,159.0,60.0,291.0,288
2021-09-19,134.82986111111111,135.33333333333334,71.0,204.0,288
2021-09-20,141.92013888888889,134.83333333333331,83.0,239.0,288
2021-09-21,115.38541666666667,118.16666666666669,71.0,180.0,288
2021-09-22,160.28819444444446,165.0,59.0,246.0,288
2021-09-23,119.84548611111111,118.0,63.0,206.0,288
2021-09-24,144.46180555555554,131.0,91.0,260.0,288
2021-09-25,171.55902777777777,160.83333333333331,122.0,255.0,288
2021-09-26,122.25520833333333,107.66666666666666,53.0,222.0,288
2021-09-27,123.375,125.83333333333334,71.0,192.0,288
2021-09-28,118.97916666666667,121.41666666666669,75.0,179.0,288
2021-09-29,127.83506944444444,119.0,72.0,202.0,288
2021-09-30,147.07291666666666,125.83333333333334,53.0,290.0,288
2021-10-01,152.06993411680912,162.66666666666666,73.0,226.0,288
2021-10-02,167.35194088319088,178.25641025641028,81.0,255.0,288
2021-10-03,94.625,83.5,50.0,247.0,288
2021-10-04,156.41319444444446,140.66666666666666,72.0,259.0,288
2021-10-05,99.52777777777777,89.0,64.0,184.0,288
2021-10-06,101.50868055555556,96.33333333333331,65.0,148.0,288
2021-10-07,133.36631944444446,120.66666666666666,75.0,203.0,288
2021-10-08,94.89930555555556,88.33333333333334,63.0,155.0,288
2021-10-09,144.73611111111111,136.5,60.0,275.0,288
2021-10-10,151.31597222222223,157.5,56.0,258.0,288
2021-10-11,136.90277777777777,133.83333333333331,91.0,208.0,288
2021-10-12,103.15972222222223,108.0,61.0,127.0,288
2021-10-13,106.41319444444444,100.5,56.0,187.0,288
2021-10-14,138.36805555555554,134.33333333333331,80.0,228.0,288
2021-10-15,140.73611111111111,126.16666666666666,87.0,244.0,288
2021-10-16,113.44618055555556,121.10555555555555,70.0,148.0,288
2021-10-17,107.10243055555556,96.0,57.0,266.0,288
2021-10-18,126.05555555555556,122.0,60.0,189.0,288
2021-10-19,106.59027777777777,109.66666666666669,64.0,143.0,288
2021-10-20,109.10416666666667,101.0,62.0,191.0,288
2021-10-21,114.62326388888889,103.0,54.0,225.0,288
2021-10-22,113.73263888888889,109.66666666666669,56.0,207.0,288
2021-10-23,122.28472222222223,103.16666666666666,54.0,270.0,288
2021-10-24,144.01909722222223,154.0,54.0,247.0,288
2021-10-25,138.13194444444446,135.5,87.0,215.0,288
2021-10-26,131.48263888888889,135.83333333333331,72.0,179.0,288
2021-10-27,121.88020833333333,115.0,67.0,227.0,288
2021-10-28,123.11111111111111,126.0,58.0,167.0,288
2021-10-29,102.43055555555556,105.0,64.0,154.0,288
2021-10-30,119.32986111111111,98.16666666666666,53.0,270.0,288
2021-10-31,124.08506944444444,128.5,73.0,194.0,288
2021-11-01,150.875,148.16666666666669,54.0,263.0,288
2021-11-02,166.02083333333334,161.66666666666669,89.0,244.0,288
2021-11-03,134.30381944444446,126.66666666666669,62.0,220.0,288
2021-11-04,122.83680555555556,108.16666666666666,70.0,229.0,288
2021-11-05,139.59722222222223,131.83333333333331,80.0,241.66666666666663,288
2021-11-06,141.625,148.16666666666669,53.0,289.0,288
2021-11-07,121.8125,106.0,53.0,203.0,288
2021-11-08,118.10590277777777,119.66666666666666,65.0,179.0,288
2021-11-09,114.55034722222223,98.0,53.0,228.0,288
2021-11-10,105.11111111111111,109.5,65.0,146.0,288
2021-11-11,104.80902777777777,97.16666666666666,54.0,188.0,288
2021-11-12,90.99131944444444,88.0,54.0,143.0,288
2021-11-13,109.30381944444444,111.83333333333334,52.0,206.0,288
2021-11-14,106.96875,103.16666666666666,57.0,177.0,288
2021-11-15,110.02083333333333,95.33333333333331,71.0,180.0,288
2021-11-16,104.45659722222223,120.16666666666666,40.0,152.0,288
2021-11-17,94.98611111111111,101.1078431372549,53.0,160.0,288
2021-11-18,148.57118055555554,177.0,52.0,257.0,288
2021-11-19,123.89930555555556,91.0,40.0,305.0,288
2021-11-20,169.05902777777777,119.83333333333334,50.0,320.0,288
2021-11-21,89.61284722222223,84.66666666666666,40.0,197.0,288
2021-11-22,157.17013888888889,164.66666666666669,45.0,227.0,288
2021-11-23,135.94965277777777,142.5,73.0,182.0,288
2021-11-24,125.19444444444444,127.66666666666666,53.0,179.0,288
2021-11-25,123.74305555555556,120.66666666666669,59.0,211.0,288
2021-11-26,182.62673611111111,186.83333333333331,104.0,297.3333333333333,288
2021-11-27,147.39236111111111,147.66666666666669,73.0,304.0,288
2021-11-28,113.18402777777777,108.0,74.0,190.0,288
2021-11-29,103.93923611111111,104.83333333333334,54.0,178.0,288
2021-11-30,156.59895833333334,163.0,78.0,227.0,288
2021-12-01,111.51909722222223,95.35416666666666,57.0,246.0,288
2021-12-02,74.29513888888889,70.16666666666666,43.0,119.0,288
2021-12-03,70.82638888888889,67.0,49.0,139.0,288
2021-12-04,94.29513888888889,73.83333333333334,53.0,193.0,288
2021-12-05,161.44270833333334,181.16666666666663,57.0,226.0,288
2021-12-06,130.67361111111111,134.5,54.0,217.0,288
2021-12-07,137.375,124.33333333333331,70.0,230.0,288
2021-12-08,153.28761574074076,153.0,81.0,209.0,288
2021-12-09,124.16550925925925,134.66666666666666,52.0,194.0,288
2021-12-10,105.625,98.0,53.0,193.0,288
2021-12-11,149.43152977617905,148.9388489208633,116.84652278177458,182.0,288
2021-12-12,117.82194244604317,103.71702637889689,57.0,265.0,288
2021-12-13,150.16840277777777,145.83333333333331,56.0,248.0,288
2021-12-14,114.84027777777777,116.0,56.0,198.0,288
2021-12-15,101.57986111111111,96.0,53.0,182.0,288
2021-12-16,122.50347222222223,112.66666666666666,47.0,208.0,288
2021-12-17,152.87615740740742,139.0,75.0,280.0,288
2021-12-18,97.70023148148148,93.0,54.0,189.0,288
2021-12-19,127.02951388888889,107.33333333333331,53.0,232.0,288
2021-12-20,148.85763888888889,153.5,54.0,202.0,288
2021-12-21,118.64236111111111,114.0,59.0,223.0,288
2021-12-22,173.484375,171.5,96.0,322.0,288
2021-12-23,128.80729166666666,126.0,74.0,204.0,288
2021-12-24,95.11458333333333,92.0,54.0,146.0,288
2021-12-25,136.08333333333334,137.0,61.0,233.0,288
2021-12-26,109.79745370370371,119.18803418803421,79.0,146.0,288
2021-12-27,116.9042735042735,116.9042735042735,114.94188034188032,118.86666666666666,288
2021-12-28,107.87118945868946,113.32136752136752,82.0,123.0,288
2021-12-29,141.79861111111111,144.33333333333334,65.0,202.0,288
2021-12-30,116.45486111111111,122.5,53.0,200.0,288
2021-12-31,136.25173611111111,127.66666666666667,94.0,260.0,288
2022-01-01,146.75173611111111,150.16666666666669,87.0,199.0,288
2022-01-02,114.54166666666667,114.0,55.0,196.0,288
2022-01-03,121.4375,111.0,67.0,221.0,288
2022-01-04,138.29166666666666,125.16666666666666,53.0,222.0,288
2022-01-05,160.04513888888889,152.83333333333331,88.0,271.0,288
2022-01-06,98.01736111111111,102.16666666666666,46.0,172.0,288
2022-01-07,71.23817401960784,70.33333333333333,52.0,110.0,288
2022-01-08,166.91981209150327,169.6843137254902,88.84705882352941,232.0,288
2022-01-09,119.31770833333333,114.66666666666669,62.0,201.0,288
2022-01-10,116.64583333333333,121.33333333333331,56.0,167.0,288
2022-01-11,123.85763888888889,128.5,53.0,209.0,288
2022-01-12,95.96354166666667,96.08333333333334,55.0,142.0,288
2022-01-13,132.82638888888889,132.33333333333334,55.0,244.0,288
2022-01-14,162.99305555555554,170.0,56.0,251.0,288
2022-01-15,150.12152777777777,137.5,57.0,301.0,288
2022-01-16,110.55729166666667,104.0,53.0,199.77777777777777,288
2022-01-17,184.23958333333334,163.16666666666669,61.0,284.0,288
2022-01-18,117.57465277777777,116.0,65.0,195.0,288
2022-01-19,116.63541666666667,112.5,53.0,216.0,288
2022-01-20,123.375,135.41666666666666,55.0,175.0,288
2022-01-21,116.12835249042146,102.66666666666669,60.0,229.0,261
2022-02-17,109.08948087431693,107.16666666666666,53.0,213.0,122
2022-02-18,119.05758101851853,118.0,53.0,169.0,288
2022-02-19,114.24652777777777,113.5,60.0,189.0,288
2022-02-20,125.37934027777777,124.0,53.0,192.0,288
2022-02-21,134.98784722222223,139.66666666666669,58.0,193.0,288
2022-02-22,141.26215277777777,134.83333333333331,79.0,256.0,288
2022-02-23,110.43055555555556,108.66666666666666,58.0,190.0,288
2022-02-24,123.88368055555556,126.0,60.0,182.0,288
2022-02-25,97.97395833333333,85.16666666666666,57.0,255.0,288
2022-02-26,105.25,99.16666666666666,60.0,184.0,288
2022-02-27,111.65104166666667,96.33333333333331,67.0,200.0,288
2022-02-28,107.75520833333333,102.83333333333334,71.0,176.0,288
2022-03-01,103.24131944444444,96.06666666666666,67.0,173.0,288
2022-03-02,121.98611111111111,106.5,53.0,230.0,288
2022-03-03,112.28645833333333,112.5,54.0,184.0,288
2022-03-04,98.02083333333333,95.40196078431372,53.0,160.0,288
2022-03-05,94.125,104.0,50.0,146.0,288
2022-03-06,113.34722222222223,109.5,61.0,157.0,288
2022-03-07,121.31423611111111,122.16666666666666,62.0,167.0,288
2022-03-08,148.06423611111111,148.33333333333334,106.0,200.0,288
2022-03-09,138.49652777777777,135.16666666666669,92.0,194.0,288
2022-03-10,138.48263888888889,141.33333333333334,85.0,183.0,288
2022-03-11,110.50520833333333,92.0,62.0,203.0,288
2022-03-12,128.93229166666666,128.29710144927537,85.0,209.0,288
2022-03-13,135.02256944444446,122.83333333333334,99.0,219.0,288
2022-03-14,124.83159722222223,116.83333333333334,70.0,222.0,288
2022-03-15,105.20659722222223,105.0,52.0,176.0,288
2022-03-16,141.41493055555554,139.0,87.0,253.0,288
2022-03-17,131.17534722222223,122.16666666666666,67.0,192.0,288
2022-03-18,126.15128968253968,124.33333333333331,91.0,189.0,288
2022-03-19,125.89732142857143,127.0,69.0,176.0,288
2022-03-20,137.54340277777777,134.0,75.0,203.0,288
2022-03-21,129.90451388888889,127.66666666666666,59.0,186.0,288
2022-03-22,129.49392361111111,126.375,69.0,187.0,288
2022-03-23,126.796875,123.0,74.0,201.0,288
2022-03-24,117.14583333333333,121.43333333333331,60.0,169.0,288
2022-03-25,118.453125,113.83333333333334,83.0,200.0,288
2022-03-26,107.28172348484848,104.13636363636364,68.0,160.0,288
2022-03-27,121.96133207070709,122.1,70.0,183.0,288
2022-03-28,128.14930555555554,129.0,70.0,196.0,288
2022-03-29,134.19444444444446,134.16666666666669,73.0,205.0,288
2022-03-30,132.77777777777777,131.0,72.0,179.0,288
2022-03-31,112.20833333333333,111.0,74.0,185.0,288
2022-04-01,142.63888888888889,147.0,91.0,180.0,288
2022-04-02,126.35818713450291,123.83333333333334,62.0,193.0,288
2022-04-03,120.26681286549709,124.16666666666666,69.0,182.0,288
2022-04-04,117.09895833333333,120.66666666666666,67.0,184.0,288
2022-04-05,143.10763888888889,146.16666666666669,102.0,189.0,288
2022-04-06,136.67534722222223,136.0,84.0,202.0,288
2022-04-07,136.26736111111111,135.66666666666669,67.0,197.0,288
2022-04-08,138.61111111111111,141.5,66.16666666666667,224.0,288
2022-04-09,134.28993055555554,132.16666666666669,66.0,189.0,288
2022-04-10,125.74131944444444,130.8452380952381,89.0,179.0,288
2022-04-11,131.41493055555554,126.0,53.0,216.0,288
2022-04-12,141.68923611111111,140.83333333333331,57.0,269.0,288
2022-04-13,136.00902777777776,136.16666666666669,72.0,210.0,288
2022-04-14,119.54340277777777,119.33333333333331,58.0,203.0,288
2022-04-15,122.63194444444444,116.33333333333334,69.0,189.0,288
2022-04-16,118.85416666666667,116.66666666666666,67.0,192.0,288
2022-04-17,151.66145833333334,152.33333333333334,92.0,198.0,288
2022-04-18,128.04861111111111,126.65151515151516,95.0,153.8080808080808,288
2022-04-19,135.98958333333334,135.0,93.0,193.0,288
2022-04-20,112.01041666666667,107.66666666666669,56.0,217.0,288
2022-04-21,108.77083333333333,104.33333333333331,64.0,181.0,288
2022-04-22,106.10590277777777,100.33333333333331,63.0,184.0,288
2022-04-23,100.80729166666667,101.95833333333334,53.0,199.0,288
2022-04-24,141.91840277777777,140.5,65.0,220.0,288
2022-04-25,139.77430555555554,132.50980392156862,96.0,212.0,288
2022-04-26,119.42361111111111,95.0,40.0,260.0,288
2022-04-27,144.1919642857143,140.95238095238096,81.0,249.0,288
2022-04-28,108.26636904761905,108.83333333333334,60.0,165.0,288
2022-04-29,112.17708333333333,113.0,68.0,225.0,288
2022-04-30,124.30381944444444,117.9,66.0,233.0,288
2022-05-01,142.70833333333334,140.0,68.0,204.0,288
2022-05-02,174.32291666666666,172.33333333333331,82.66666666666667,258.0,288
2022-05-03,160.45486111111111,161.5,53.0,250.0,288
2022-05-04,149.22916666666666,148.5,69.0,233.0,288
2022-05-05,133.27777777777777,126.0,74.0,210.0,288
2022-05-06,136.66493055555554,135.0,110.0,194.0,288
2022-05-07,134.72916666666666,138.5,61.0,189.0,288
2022-05-08,149.17013888888889,157.0,76.0,214.0,288
2022-05-09,161.165,160.1,108.0,231.0,288
2022-05-10,167.09541666666667,165.33333333333331,72.0,296.0,288
2022-05-11,118.76736111111111,109.26190476190476,50.0,229.0,288
2022-05-12,155.84027777777777,160.33333333333334,57.0,228.0,288
2022-05-13,140.703125,138.0,86.0,198.0,288
2022-05-14,128.25,131.5,60.0,208.0,288
2022-05-15,148.74826388888889,145.0,59.0,267.0,288
2022-05-16,143.14236111111111,144.0,87.0,218.0,288
2022-05-17,161.7763573232323,157.0,61.0,256.0,288
2022-05-18,132.37776412776412,127.77272727272728,92.0909090909091,173.0,148
